TeamID,AST,BLK,DRB,ORB,PTS,STL,TOV,TS,Team,Year,aAST,aBLK,aDRB,aORB,aPTS,aSTL,aTOV,aTS,PAG,PPG,W,Ring
97,-0.293771272,-0.073759382,-0.092255757,-0.121243962,0.514296675,0.073849829,0.216665358,0.787449129,Sacramento Kings,2008,0.128274292,0.08640636,-0.080114854,0.070111813,0.966880841,0.087492663,0.125875373,0.967643868,1.048839071,1.025786436,38,0
98,0.00198983,-0.091396512,-0.040701069,0.025279886,0.182647417,0.054855996,-0.248683532,0.374744825,New Orleans Hornets,2008,-0.006155718,-0.077896986,0.01222091,-0.140359415,-0.86510391,-0.171862205,-0.02892282,-0.222361461,0.956765412,1.00977416,56,0
99,-0.284274356,-0.003210862,0.058338199,-0.095466619,0.151405096,-0.126942112,0.127123006,-0.064686989,Memphis Grizzlies,2008,0.243693998,0.019870294,0.267502141,0.018512416,1.386104865,0.155386608,-0.083237976,1.105115445,1.069855885,1.007772626,22,0
100,0.067111541,-0.012707778,0.12345991,-0.11988726,0.12256603,0.134901432,0.120339494,1.423203229,Boston Celtics,2008,-0.332046651,0.00085999,-0.31774366,-0.026297588,-1.9143756,-0.003485222,0.204632349,-2.112302972,0.903722978,1.005771091,66,1
101,-0.08619582,0.018496375,0.161447574,-0.047982038,0.09613022,-0.144579242,-0.163211287,0.688673342,Dallas Mavericks,2008,-0.32118362,-0.042592135,-0.142577283,-0.049381529,-0.804522404,-0.082242198,-0.214952228,-1.07053505,0.959767814,1.004770324,51,0
102,0.229915817,-0.071045977,-0.037987664,-0.174155352,0.050468365,-0.036043058,-0.269034067,0.524797706,Toronto Raptors,2008,0.018286102,-0.075181228,0.080114854,-0.119991231,-0.525847475,-0.171862205,-0.011270395,0.243243242,0.973779023,1.002768789,41,0
103,-0.23950318,0.003572649,-0.162804276,0.120249047,-0.216292994,0.048072485,-0.102159683,-0.251949072,Washington Wizards,2008,0.236904604,-0.038518498,-0.062462429,-0.024939709,-0.152665396,-0.09174735,-0.011270395,0.762505981,0.992794235,0.988758048,43,0
104,0.027767174,0.080904681,-0.094969161,0.12160575,-0.336455769,0.004658011,0.089135341,-0.278435362,Atlanta Hawks,2008,0.056306711,0.044312114,-0.187387287,0.067396056,0.021809342,0.025030234,-0.046575246,0.01481293,1.000800641,0.982753444,37,0
105,-0.048208155,0.01578297,0.222499178,0.071407765,-0.468634821,-0.088954448,0.207168442,-1.530538294,Oklahoma City Thunder,2008,0.28986188,0.070111813,0.177882135,0.057890903,1.267365112,0.148597213,-0.10224828,0.129311513,1.063851081,0.975748074,20,0
106,0.064398136,0.113465536,-0.137026933,0.075477871,-0.485457609,-0.018405928,-0.273104173,-0.070963858,Detroit Pistons,2008,-0.299457558,-0.094191532,-0.2444182,-0.07246547,-1.957994284,-0.162357053,-0.066943429,-1.494525226,0.901721377,0.975748074,59,0
107,0.03726409,0.055127337,-0.062408306,0.178587246,-0.511893419,0.052142592,0.053861081,-1.265960223,Chicago Bulls,2008,0.014212466,0.104058786,0.078756976,-0.005929404,0.09693041,0.069840238,0.131306889,0.284263331,1.004803843,0.973746539,33,0
108,-0.048208155,0.018496375,-0.113962993,-0.035771717,-0.56476504,0.023651843,0.063357998,-0.42497764,Charlotte Bobcats,2008,0.001991556,0.118995453,0.086904249,0.109490301,0.300484271,0.038609023,0.026750214,0.408222311,1.014811849,0.971745005,32,0
109,-0.031927728,-0.03712842,-0.218429071,0.185370758,-0.571974807,-0.071317318,0.071498211,-0.888160481,Milwaukee Bucks,2008,0.175800054,0.021228173,-0.081472733,-0.062960318,0.792406103,0.068482359,-0.043859488,1.780275645,1.039831865,0.970744237,26,0
110,-0.343969257,-0.23792036,-0.090899054,0.150096498,-0.591200851,-0.102521471,0.040294058,-1.124042058,New York Knicks,2008,-0.014302991,0.055175146,0.066536066,0.007649384,0.717285035,0.033177508,-0.15113192,1.063027607,1.035828663,0.96974347,23,0
111,-0.035997834,0.042917016,0.183154811,0.113465536,-0.632056194,0.001944607,-0.043821484,-0.609637278,Houston Rockets,2008,-0.319825741,-0.012718799,-0.112703948,-0.033086982,-1.567849384,0.034535386,-0.085953734,-2.125826932,0.920736589,0.967741935,55,0
112,-0.149960828,0.01578297,-0.208932155,0.201651186,-0.651282238,0.156608669,0.019943524,-0.900630875,Philadelphia 76ers,2008,0.162221265,0.042954236,-0.313670023,0.006291506,-0.739094377,-0.063231894,0.17883265,0.178973828,0.962770216,0.966741168,40,0
113,-0.194732004,0.052413932,0.05291139,0.235568743,-0.699347348,-0.023832737,-0.016687438,-1.018273452,Cleveland Cavaliers,2008,-0.084912693,-0.000497889,-0.032589093,-0.141717293,-0.634894186,-0.051010984,-0.088669491,-0.15421081,0.967774219,0.964739634,45,0
114,0.191928152,0.002215947,-0.005426809,-0.007280969,-0.8098971,-0.102521471,0.097275555,-0.585950001,New Jersey Nets,2008,0.035938528,-0.03580274,-0.009505152,-0.030371224,0.1890143,0.088850542,-0.080522218,0.440855764,1.009807846,0.95873503,34,0
115,-0.208299027,-0.111747046,-0.130243421,0.061910848,-0.853155699,0.026365248,0.041650761,-1.084951823,Minnesota Timberwolves,2008,0.156789749,0.106774543,0.028515457,-0.064318197,0.487075311,0.01824084,-0.073732824,1.362055962,1.024819856,0.956733496,22,0
116,-0.088909224,-0.069689275,0.119389803,-0.199932696,-0.898817553,-0.102521471,-0.165924692,0.118959381,San Antonio Spurs,2008,-0.398582717,-0.037160619,0.004073637,-0.193316691,-1.858640614,-0.041505831,-0.134837374,-1.513606682,0.90672538,0.954731961,56,0
117,-0.06855869,-0.038485122,-0.116676398,-0.023561397,-0.898817553,-0.192063823,-0.137433943,-0.432665292,Portland Trail Blazers,2008,-0.094417845,-0.118633352,-0.080114854,0.052459388,-0.712438514,-0.147420385,-0.178289498,-0.517352358,0.963771017,0.954731961,41,0
118,-0.069915392,0.013069566,-0.044771176,-0.160588329,-1.206434256,-0.053680188,0.030797142,-1.026910293,Los Angeles Clippers,2008,0.068527621,-0.000497889,0.180597892,-0.003213647,0.227786464,-0.008916738,-0.061511914,0.357800087,1.011809448,0.938719685,23,0
119,-0.189305195,-0.045268633,-0.246919819,-0.23792036,-1.689488609,-0.010265714,0.060644593,-0.89628238,Miami Heat,2008,0.04544368,-0.064318197,0.126282737,-0.003213647,0.014539562,0.046756296,0.011813546,0.87608722,1.000800641,0.914701271,15,0
120,0.258745886,0.036537066,0.054642278,-0.007326078,2.284267958,-0.009939202,0.192297889,2.709546563,Phoenix Suns,2009,0.029107286,-0.034789028,-0.180185742,0.122623174,1.44334504,0.153546754,0.020072384,0.623772662,1.075537769,1.094620285,46,0
121,-0.012832303,0.186325035,0.015445426,0.066867963,2.08167864,0.058655289,0.070507671,0.329652816,Golden State Warriors,2009,0.363026069,0.028082709,0.299036612,0.362932926,2.365223484,0.071114921,0.109489967,0.642661131,1.123561781,1.086615749,29,0
122,0.262945548,0.036537066,0.148434745,0.153660992,1.679436082,0.170646295,-0.066681311,0.728264521,Los Angeles Lakers,2009,0.186985204,-0.002654584,-0.057236567,0.075120083,-0.130366649,0.054349124,0.173758854,-0.885908193,0.993496748,1.06960611,65,1
123,0.024964662,-0.265838649,0.089639467,0.008072685,1.265449216,0.019458437,0.032710706,-0.015946605,New York Knicks,2009,0.075213227,0.060217153,0.482063226,0.068134335,1.501544436,0.080894969,0.052206828,0.865970608,1.07853927,1.052596471,32,0
124,0.076760502,0.056135491,0.252026425,0.026271223,1.236088445,-0.032337403,0.05370902,0.013398661,Indiana Pacers,2009,0.015135789,0.069997201,0.317199558,0.005262597,1.191923646,0.054349124,0.000512288,0.286904264,1.062531266,1.051595904,36,0
125,0.139755442,0.13732897,0.03644374,-0.00032664,1.054051667,0.159447194,0.148901374,1.245145732,Denver Nuggets,2009,0.050064532,0.07418865,-0.125696903,0.119828874,0.183910094,0.072512071,0.159787356,-0.524150615,1.009504752,1.043591368,54,0
126,0.425332506,-0.027857763,-0.081146816,0.048669424,0.869078812,0.172046182,0.083106659,0.692151479,Utah Jazz,2009,-0.112004836,0.042054207,-0.122902604,0.003865448,0.183910094,0.086483568,0.24082204,0.497906347,1.009504752,1.0365874,48,0
127,0.016565336,0.082733355,4.67E-05,0.090666051,0.534366026,0.026457875,0.057908682,-0.260388558,Chicago Bulls,2009,0.003958591,0.07698295,0.014018069,0.156154767,0.477235053,0.036186178,0.036838181,-0.272558755,1.025512756,1.022579462,41,0
128,0.082360052,0.049136054,0.159633846,0.00527291,0.431603329,-0.007139427,-0.150674565,0.384022833,Dallas Mavericks,2009,-0.152522178,-0.083689268,0.039166764,-0.029666146,-0.034919638,-0.009919763,-0.121039738,-0.348198537,0.99849925,1.017576627,50,0
129,-0.178019036,0.063134929,0.345818892,-0.120716971,0.264246936,-0.036537066,-0.012085696,1.025299989,Orlando Magic,2009,-0.324371594,-0.120015161,0.153733041,-0.05760914,-1.068540924,-0.044848506,-0.10986254,-2.282716323,0.944472236,1.010572658,59,0
130,0.19855072,-0.009659224,0.147034858,-0.050722593,0.231950088,0.0348572,0.181098788,1.828494776,Boston Celtics,2009,-0.233556862,-0.006846034,-0.324092164,-0.099523632,-1.250123042,-0.015508362,0.061986876,-1.455371889,0.934467234,1.009572091,62,0
131,-0.141621959,-0.062854952,-0.160940407,-0.091319332,0.152676007,-0.037936953,0.161500362,-0.179596068,Sacramento Kings,2009,0.105950521,0.040657057,0.155130191,0.157551917,1.79254142,0.150752455,0.038235331,1.666341636,1.093546773,1.00657039,17,0
132,-0.080026906,0.057535379,0.130236207,-0.026924504,0.079274081,-0.004339651,-0.14787479,1.086654701,Cleveland Cavaliers,2009,-0.212599616,-0.078100669,-0.238866031,-0.038049044,-1.641222988,-0.107720244,-0.019047808,-1.87281598,0.914457229,1.003568689,66,0
133,-0.074427356,0.011339089,-0.169339733,0.216655933,-0.126251314,-0.064534817,-0.133875914,0.606652939,Portland Trail Blazers,2009,-0.181862322,-0.104646514,-0.406523997,-0.166586818,-1.119756394,-0.114705992,-0.095891043,0.003760311,0.941470735,0.994563586,54,0
134,0.114557466,-0.120250342,-0.15954052,0.094865714,-0.158548162,0.01805855,0.004712955,-0.909008731,Milwaukee Bucks,2009,0.013738639,-0.02500898,0.064315459,-0.103715081,0.081479155,0.027803279,0.278545083,1.103326554,1.004502251,0.993563019,34,0
135,0.160753756,-0.005459562,0.044843065,-0.14451506,-0.22020578,-0.102331781,-0.073680749,-0.164536837,Toronto Raptors,2009,0.233091145,-0.011037483,0.081081256,-0.014297499,0.363164236,-0.104925944,-0.080522396,0.316099937,1.019509755,0.990561318,33,0
136,-0.081426794,-0.054455626,0.253426313,-0.060521806,-0.36994571,-0.067334592,0.010312505,0.247382907,Houston Rockets,2009,-0.13994783,0.057422854,-0.114519706,-0.045034793,-1.056901045,-0.011316913,-0.193691523,-1.762750495,0.944472236,0.984557916,53,0
137,-0.068827805,0.07993358,-0.097945467,-0.108117983,-0.396370404,0.076853827,-0.174472654,-0.327781398,Miami Heat,2009,-0.103621938,-0.082292119,0.076889806,-0.012900349,-0.363164236,-0.095145896,0.133241512,0.255565193,0.980490245,0.983557349,43,0
138,-0.088426231,-0.025057987,-0.096545579,-0.049322705,-0.44041156,0.009659224,-0.143675127,0.109565667,Atlanta Hawks,2009,-0.021190104,-0.055746274,4.66E-05,0.069531484,-0.649505268,-0.092351597,-0.041402203,-0.599855968,0.965482741,0.981556215,47,0
139,-0.11782387,-0.004059674,-0.092345917,-0.077320457,-0.446283714,-0.051935829,-0.105878163,-0.096154968,New Jersey Nets,2009,0.101759071,-0.001257435,0.05872686,-0.046431942,0.111742842,-0.040657057,-0.066550898,0.850098385,1.005502751,0.981556215,34,0
140,-0.064628143,-0.100651916,-0.054548952,0.097665489,-0.519685641,-0.117730544,0.020111718,-1.283974032,Minnesota Timberwolves,2009,0.062638879,0.12588319,0.081081256,-0.128863776,0.526122547,0.019420381,-0.171337128,1.053145046,1.027513757,0.978554514,24,0
141,-0.102425107,0.029537628,-0.202937034,0.187258294,-0.613640107,0.08665304,0.008912618,-0.85296942,Philadelphia 76ers,2009,0.11014197,0.008522613,-0.273794774,0.04158849,-0.500514812,-0.029479859,0.177950303,0.248784781,0.973486743,0.974552246,41,0
142,0.022164886,-0.090852703,0.219829011,-0.24810674,-0.698786342,-0.170926272,-0.262665571,0.273775582,San Antonio Spurs,2009,-0.334151642,-0.058540573,0.124392897,-0.223869957,-1.271074825,-0.090954447,-0.264946159,-1.228473918,0.933466733,0.970549978,54,0
143,-0.080026906,-0.032057425,0.022444864,0.131262791,-0.716402804,0.016658662,0.251093167,-1.582295298,Oklahoma City Thunder,2009,0.068227478,0.018302661,0.021003817,-0.029666146,0.595961823,0.140972407,-0.014856359,0.514103466,1.031515758,0.970549978,23,0
144,-0.110824432,-0.040456751,-0.21133636,0.071067626,-0.936608584,0.032057425,-0.006486146,-1.380591323,Washington Wizards,2009,0.41192631,0.051834255,0.014018069,0.04019134,0.68209693,-0.004331164,-0.014856359,1.707572324,1.035517759,0.961544875,19,0
145,-0.155620835,-0.078253715,-0.039150189,-0.14451506,-0.995330125,-0.004339651,-0.170272991,0.228763965,New Orleans Hornets,2009,-0.099430489,-0.145163856,-0.030690722,-0.116289428,-1.084836756,-0.167797682,-0.086110995,-0.268330961,0.943471736,0.958543174,49,0
146,0.003966348,0.123330095,-0.145541644,-0.021324954,-1.165622595,-0.03373729,0.098505422,-1.704134963,Los Angeles Clippers,2009,0.322508727,0.028082709,0.240356324,0.079311533,0.74960823,0.078100669,-0.080522396,0.548101298,1.03951976,0.951539206,19,0
147,-0.043629829,-0.0236581,-0.046149627,0.061268413,-1.377020144,-0.144328408,-0.248666695,-1.397647223,Detroit Pistons,2009,-0.096636189,-0.072512071,-0.039073621,-0.061800589,-0.998701648,-0.188754927,-0.26075471,-0.675691654,0.947473737,0.942534103,39,0
148,-0.415999922,-0.012458999,-0.201537147,-0.081520119,-1.462166379,0.026457875,0.141901936,-0.799729033,Memphis Grizzlies,2009,0.020724388,0.068600051,-0.069810914,-0.088346434,-0.116398794,0.050157675,0.060589726,0.965433904,0.993496748,0.939532402,24,0
149,0.029164324,0.004339651,-0.160940407,-0.026924504,-1.523823997,-0.02253819,0.179698901,-0.587373104,Charlotte Bobcats,2009,-0.162302226,0.131471789,-0.238866031,-0.039446194,-0.966109986,0.041774777,0.077355523,-0.241621683,0.949474737,0.936530701,35,0
150,0.232962821,0.027077019,0.127622714,0.015753072,2.444222941,-0.154745394,0.060181301,2.289277199,Phoenix Suns,2010,-0.051912416,-0.045480386,-0.180416174,0.249754375,1.089271104,0.073945542,-0.138311464,-0.628174166,1.048282728,1.097063216,54,0
151,0.13296506,-0.079769904,-0.17237057,-0.199310606,2.087646776,0.231547328,0.051962307,0.748231842,Golden State Warriors,2010,0.324429793,0.011997333,0.436785048,0.2757562,2.668714206,0.072577025,0.377619491,1.799736164,1.118964659,1.083125933,26,0
152,-0.031414822,0.025707187,-0.024428677,-0.013013407,1.499448487,0.124700405,-0.041186293,0.96611297,Denver Nuggets,2010,-0.025910591,0.054421364,-0.013457085,0.077321217,0.427538909,-0.019113622,0.094336447,-0.031559016,1.019412643,1.06022897,53,0
153,0.609666717,0.002420037,0.089267408,-0.036300557,0.944774453,0.113741746,0.109495266,1.212759664,Utah Jazz,2010,-0.155919718,0.064000984,-0.200943931,-0.084163803,-0.348566753,0.054786302,0.098441998,-0.043388308,0.984569438,1.037332006,53,0
154,0.085020928,-0.01949728,-0.021689012,-0.126709492,0.90515488,-0.168443718,-0.090500257,1.144778981,Toronto Raptors,2010,0.201263252,-0.052322971,-0.095568112,0.047213841,1.206367748,-0.016376588,-0.172524392,1.046196822,1.054255849,1.036336486,40,0
155,-0.173877386,0.079130649,0.292002595,-0.121230163,0.576007651,-0.109540927,-0.015159478,1.622931518,Orlando Magic,2010,-0.262664053,-0.150856204,-0.057249633,-0.134798937,-1.157350549,-0.056063585,-0.158839221,-1.671788032,0.948730712,1.023394724,59,0
156,-0.272505315,0.001050205,-0.036757168,0.234926247,0.508959141,0.072646775,0.11223493,-0.388754744,Memphis Grizzlies,2010,0.182104012,0.140637943,-0.237893893,0.011632396,0.792444729,0.058891854,-0.001459752,0.880171632,1.035340966,1.020408163,40,0
157,0.065843275,-0.109906215,-0.071002977,0.099312845,0.481530205,-0.01228283,0.030044989,-0.304621163,Houston Rockets,2010,-0.035490211,0.183061974,0.149396453,-0.032160152,0.511957419,0.006888203,0.056017968,0.496317682,1.022399204,1.019412643,42,0
158,0.12748573,0.036665846,0.231729972,-0.147256977,0.414481696,-0.038309645,-0.03981646,1.434108863,Cleveland Cavaliers,2010,-0.110758652,-0.100221071,-0.214629102,-0.143010039,-1.086547927,-0.068380239,-0.165681806,-1.224476908,0.951717272,1.016426083,61,0
159,0.041186293,-0.127714036,-0.062783983,-0.085614522,0.414481696,-0.008173333,-0.024748304,0.2330096,New York Knicks,2010,-0.025910591,-0.041374834,0.275300028,0.082795286,1.222706815,-0.009534003,0.021805039,1.225379092,1.054255849,1.016426083,29,0
160,0.239811983,0.069541822,0.086527743,-0.088354186,0.38705276,0.043880296,-0.146663383,0.461919278,Dallas Mavericks,2010,-0.113495687,-0.083798865,0.094655768,0.032160152,-0.261425065,-0.039641379,0.039595762,-0.57370287,0.988551518,1.015430562,55,0
161,-0.016346666,0.002420037,0.190635002,0.10205251,0.310861272,0.027442308,-0.095979586,-0.259228737,Los Angeles Lakers,2010,0.068517091,-0.04821742,0.03170398,0.021212015,-0.776105662,-0.025956208,-0.009670854,-1.410359234,0.965654555,1.012444002,57,1
162,0.064473442,0.020227858,-0.098399624,0.09657318,0.307813612,4.57E-05,-0.254880139,0.135992994,Atlanta Hawks,2010,-0.031384659,-0.053691488,-0.070934804,0.032160152,-0.765212951,-0.117646855,-0.042515265,-0.537683545,0.965654555,1.012444002,53,0
163,-0.14100141,0.113376457,0.115294223,0.084244689,0.25905106,0.084975267,0.083468451,0.240619193,Oklahoma City Thunder,2010,-0.169604889,-0.01947856,-0.172205071,0.052687909,-0.54735873,0.032890028,0.098441998,-0.973044709,0.975609756,1.010452962,50,0
164,0.119266736,-0.023606777,0.134471875,-0.015753072,0.228574465,-0.104061597,-0.06858294,0.502530167,San Antonio Spurs,2010,-0.227082608,0.025682505,-0.131149558,-0.115639697,-0.931326794,-0.034167311,-0.183472529,-1.219021335,0.958685913,1.009457442,50,0
165,-0.016346666,0.055843499,0.130362378,-0.155475971,0.079239148,-0.009543165,0.090317613,-0.385324451,Indiana Pacers,2010,-0.065597587,0.021576953,0.45047022,0.096480457,0.743427529,0.084893679,0.08338831,-0.319600063,1.033349925,1.003484321,32,0
166,0.117896904,-0.134563198,-0.099769456,-0.063697204,-0.051810212,0.045250129,-0.08639076,-0.010710062,New Orleans Hornets,2010,0.250529868,-0.042743351,0.086444665,-0.039002738,0.503787886,-0.024587691,0.014962454,1.032917308,1.022399204,0.9975112,37,0
167,-0.086208116,-0.044154263,-0.006620856,0.107531839,-0.112763403,-0.038309645,0.082098619,-0.78948764,Sacramento Kings,2010,-0.080651276,0.095476878,0.020755843,0.01436943,0.874140061,-0.008165486,-0.063043022,0.499798911,1.039323046,0.995520159,25,0
168,0.257619803,0.005159702,-0.101139288,-0.249994403,-0.307813612,0.149357387,0.072509792,1.130502583,Boston Celtics,2010,-0.214765954,-0.016741526,-0.143466212,-0.041739772,-1.091994282,-0.019113622,0.160025269,-0.591819567,0.951717272,0.987555998,50,0
169,-0.15880923,-0.126344203,0.045432773,0.086984354,-0.566864672,0.006894823,0.22867068,-1.338675973,Minnesota Timberwolves,2010,0.494125916,0.059895433,0.16034459,0.025317567,1.636629834,0.176584326,0.009488385,1.410872469,1.073170732,0.977600796,15,0
170,-0.093057277,-0.06607158,-0.191548223,0.019862569,-0.585150629,-0.094472771,-0.211045504,0.244088755,Portland Trail Blazers,2010,-0.217502988,-0.089272934,-0.274843856,-0.133430419,-1.260831303,-0.146385715,-0.084939296,-0.077733445,0.943753111,0.976605276,50,0
171,-0.025935492,0.055843499,-0.139494594,0.058217875,-0.679628075,0.102783087,0.035524319,-0.471946849,Philadelphia 76ers,2010,0.093150399,-0.090641451,-0.072303321,-0.01436943,0.264148243,0.039732614,0.031384659,1.111284315,1.011448482,0.972623196,27,0
172,-0.002648343,-0.018127448,0.050912102,0.091093851,-0.694866372,-0.016392327,-0.111047742,-1.357045122,Milwaukee Bucks,2010,-0.220240022,0.031156573,0.272562994,-0.148484108,-0.999406238,-0.025956208,0.120338272,-0.423216566,0.955699353,0.972623196,46,0
173,-0.051962307,0.10926696,0.263236116,0.052738545,-0.743628925,-0.083514112,0.012237169,-1.243736546,Chicago Bulls,2010,-0.036858728,0.054421364,0.090550216,0.02394905,-0.299549554,-0.019113622,-0.104098536,-1.219676195,0.986560478,0.970632155,41,0
174,-0.265656153,0.080500481,0.041323276,-0.03219106,-0.984394027,0.017853482,-0.119266736,-0.314806537,Miami Heat,2010,-0.269506639,-0.059165557,-0.054512599,-0.058161978,-1.388820658,-0.102593167,0.024542074,-1.042842606,0.93777999,0.960676954,47,0
175,-0.253327662,0.031186516,-0.088810797,0.092463683,-1.051442537,-0.135567741,0.072509792,-1.030856769,Washington Wizards,2010,0.041146748,0.02294547,0.009807706,0.049950875,0.127989355,-0.031430277,-0.069885608,0.220031126,1.005475361,0.957690393,26,0
176,0.093239922,0.092828972,-0.028538174,0.039040222,-1.182491897,-0.08214428,0.162918727,-0.763994795,Los Angeles Clippers,2010,0.251898385,-0.04821742,-0.044932979,-0.026686084,0.362182642,0.128686227,-0.146522567,0.358023031,1.016426083,0.952712792,29,0
177,-0.114974595,0.065432325,-0.044976162,-0.05547821,-1.29220764,0.054838955,0.169767889,-0.2813377,Charlotte Bobcats,2010,-0.103916067,0.14200646,-0.192732828,-0.041739772,-1.481408702,0.030152994,0.123075307,-1.007323235,0.933797909,0.948730712,44,0
178,-0.206753362,-0.116755377,-0.384694584,0.211639098,-1.60916423,0.00552499,-0.090500257,-1.490582321,Detroit Pistons,2010,0.213579906,0.003786231,-0.140729177,-0.115639697,-0.296826376,-0.058800619,0.010856903,1.92134641,0.986560478,0.93578895,27,0
179,-0.276614812,-0.007168789,-0.225794032,-0.002054749,-2.017550607,-0.025981154,0.021825995,-1.824178279,New Jersey Nets,2010,0.298427967,0.031156573,0.219190826,0.036265704,0.234193287,0.062997405,-0.023356026,0.880115634,1.010452962,0.919860627,12,0
180,0.069186353,-0.064721232,0.211195599,-0.14334418,1.988485031,0.005846086,-0.016341421,1.838023428,Denver Nuggets,2011,0.07893167,0.12321266,0.03584871,-0.042576102,0.65529575,0.014145956,-0.057827931,0.024230076,1.031642391,1.07982321,50,0
181,-0.008147694,0.105137478,-0.040140053,-0.066010133,1.752199001,0.033465388,-0.063294235,1.118780722,New York Knicks,2011,-0.111831386,-0.053726986,0.203111969,0.095657996,1.287732346,-0.020412569,0.11220001,0.799759382,1.061778001,1.069778343,42,0
182,0.2652834,-0.038482895,0.068956192,0.092800856,1.601835164,-0.027297077,-0.081246781,0.509095601,Houston Rockets,2011,-0.077272861,0.069301362,0.073171916,0.083216927,0.87118776,-0.017647887,-0.060592613,0.074058235,1.041687594,1.063751423,43,0
183,0.251473749,-0.057816406,-0.029092332,-0.101915226,1.374755083,-0.077011822,0.000230161,1.029056177,Phoenix Suns,2011,0.17569554,-0.05925635,0.20449431,0.124687157,1.32329103,0.059763209,0.02787721,0.593409004,1.063787042,1.054711043,40,0
184,-0.12552973,0.121709059,0.144909273,0.011323914,1.328725337,0.073513377,-0.017722386,1.10550906,Oklahoma City Thunder,2011,-0.070361156,-0.05925635,-0.143855619,0.051423085,0.309868533,-0.019030228,-0.023269407,-0.40279977,1.014565545,1.052702069,55,0
185,0.10094855,-0.03710193,0.143528308,-0.090867505,1.040272261,0.00170319,-0.093675467,1.450457473,San Antonio Spurs,2011,-0.107684363,-0.034374213,-0.007003861,-0.014929283,-0.327647875,-0.046677047,-0.102062843,-0.832960952,0.984429935,1.041652715,61,0
186,0.116139167,0.009850885,-0.178236565,0.0831341,0.963556018,0.188133482,0.040278149,0.144369899,Golden State Warriors,2011,0.367840937,-0.064785714,0.171318126,0.215921662,1.282652534,0.098468756,0.214493243,0.966815761,1.061778001,1.038639255,36,0
187,-0.171101579,0.042994047,0.230529111,-0.144725145,0.632141846,-0.078392787,-0.037055897,1.787230478,Miami Heat,2011,-0.154683957,-0.211313859,-0.207443304,-0.042576102,-1.031201839,-0.03700066,-0.121415617,-1.45226573,0.950276243,1.025580928,58,0
188,0.052614771,0.031946326,0.161480855,0.130086915,0.484846659,0.00170319,-0.132342491,0.23261822,Los Angeles Lakers,2011,0.088608057,-0.037138895,-0.138326255,0.148186954,-0.87118776,-0.02179491,-0.073033682,-1.700836719,0.958312406,1.019554008,57,0
189,-0.155910962,0.031946326,0.078622948,0.262659566,0.383581217,-0.012106461,0.316471174,-0.900935852,Minnesota Timberwolves,2011,0.370605619,0.06653668,0.107730441,0.025158606,1.699197119,0.24361456,0.019583164,1.181823588,1.081868408,1.015536061,17,0
190,0.263902435,-0.064721232,0.164242785,-0.158534796,0.174913035,-0.06044024,-0.032913002,1.339789144,Dallas Mavericks,2011,-0.102154999,-0.132520423,-0.055385796,-0.020458647,-0.736572742,0.030734048,-0.075798364,-0.861844934,0.964339528,1.006495681,57,1
191,-0.099291392,0.058184664,-0.149236298,0.103848577,0.098196792,0.235086296,-0.032913002,-0.419710195,Memphis Grizzlies,2011,-0.053773064,0.146712457,-0.154914347,0.014099878,-0.406384961,0.016910638,0.273933906,0.208463504,0.980411853,1.003482221,46,0
192,-0.209768602,0.078899141,0.218100425,0.02651453,0.061372995,-0.023154182,0.128659917,-0.503212876,Indiana Pacers,2011,-0.128419478,0.094183499,0.164406421,0.050040744,0.274309849,0.01967532,-0.035710476,-0.640187566,1.013561025,1.002477734,37,0
193,0.218330586,0.117566164,-0.222427449,0.004419088,-0.030686497,0.038989249,0.008515952,0.136528188,Utah Jazz,2011,-0.086949248,0.016772404,-0.101003048,0.041746698,0.355586841,0.011381274,0.04170062,0.920793761,1.017579106,0.998459787,39,0
194,-0.121386834,-0.010863592,0.037193994,0.243326055,-0.036823797,0.009988981,0.214279755,-1.272821383,Sacramento Kings,2011,0.02225569,0.090036476,0.012348913,-0.037046738,1.081999959,0.09017471,0.048612325,0.827138151,1.051732798,0.998459787,24,0
