TeamID,Team,Year,OR,Prob,W,dPTS,Ring
0,Phoenix Suns,2005,0.139659381,0.122214431,62,1.565095493,0
1,Sacramento Kings,2005,0.012530193,0.010965038,50,0.438422998,0
2,Dallas Mavericks,2005,0.069959033,0.061220402,58,1.33870251,0
3,Miami Heat,2005,0.130556338,0.114248456,59,1.544467528,0
4,Boston Celtics,2005,0.009314713,0.008151206,45,0.155086468,0
5,Washington Wizards,2005,0.007446393,0.006516259,45,-0.128242031,0
6,Toronto Raptors,2005,0,0.005436867,33,-0.435594387,0
7,Denver Nuggets,2005,0.01294582,0.011328749,49,0.465255733,0
8,Orlando Magic,2005,0,0.005068469,36,-0.585613975,0
9,Philadelphia 76ers,2005,0.007053996,0.006172877,43,-0.210678289,0
10,Oklahoma City Thunder,2005,0.01423812,0.012459626,52,0.539674671,0
11,Los Angeles Lakers,2005,0,0.004743432,34,-0.751478118,0
12,Golden State Warriors,2005,0,0.005141598,34,-0.553107271,0
13,New York Knicks,2005,0,0.005033276,33,-0.601814615,0
14,Milwaukee Bucks,2005,0,0.004770246,30,-0.736252699,0
15,Minnesota Timberwolves,2005,0,0.010056065,44,0.363619868,0
16,Cleveland Cavaliers,2005,0,0.008537748,42,0.20493939,0
17,San Antonio Spurs,2005,0.489230383,0.428120279,59,1.936178821,1
18,Los Angeles Clippers,2005,0,0.006344262,37,-0.168130518,0
19,Houston Rockets,2005,0.03236002,0.028317908,51,1.024267901,0
20,Chicago Bulls,2005,0.010732896,0.009392243,47,0.300415682,0
21,Charlotte Bobcats,2005,0,0.003955907,18,-1.432523531,0
22,Memphis Grizzlies,2005,0.015868863,0.013886672,45,0.618335203,0
23,Detroit Pistons,2005,0.031214301,0.027315301,54,1.007112117,0
24,Indiana Pacers,2005,0.01015428,0.008885902,44,0.246050429,0
25,Utah Jazz,2005,0,0.004386295,26,-0.991004171,0
26,Portland Trail Blazers,2005,0,0.004474772,27,-0.924242454,0
27,Atlanta Hawks,2005,0,0.003543734,13,-2.326853636,0
28,New Jersey Nets,2005,0.006735269,0.005893962,42,-0.286877656,0
29,New Orleans Hornets,2005,0,0.003833937,18,-1.616777712,0
30,Phoenix Suns,2006,0.203382232,0.109712496,54,1.531949978,0
31,Oklahoma City Thunder,2006,0,0.005133279,35,-0.556729239,0
32,Washington Wizards,2006,0.022863927,0.012333715,42,0.531985631,0
33,Toronto Raptors,2006,0,0.005071544,27,-0.584215756,0
34,Denver Nuggets,2006,0.014791925,0.007979355,44,0.131303392,0
35,Miami Heat,2006,0.044930246,0.024237169,52,0.948136374,1
36,Los Angeles Lakers,2006,0.026048486,0.014051593,45,0.62654434,0
37,Philadelphia 76ers,2006,0,0.005569917,38,-0.388696241,0
38,Dallas Mavericks,2006,0.149305839,0.080541531,60,1.432963517,0
39,Sacramento Kings,2006,0.019279944,0.010400372,44,0.393381311,0
40,Golden State Warriors,2006,0,0.005941623,34,-0.273181687,0
41,Boston Celtics,2006,0,0.00575934,33,-0.327240306,0
42,Milwaukee Bucks,2006,0.011396479,0.006147716,40,-0.217181416,0
43,Chicago Bulls,2006,0.015221428,0.008211046,41,0.163122628,0
44,Cleveland Cavaliers,2006,0.022554317,0.012166699,50,0.521572164,0
45,Atlanta Hawks,2006,0,0.004282168,26,-1.077707321,0
46,Los Angeles Clippers,2006,0.018616962,0.010042733,47,0.362428889,0
47,Charlotte Bobcats,2006,0,0.004489074,26,-0.913974857,0
48,Detroit Pistons,2006,0.192249026,0.1037068,64,1.51439668,0
49,New York Knicks,2006,0,0.003914994,23,-1.490006777,0
50,San Antonio Spurs,2006,0.194268949,0.104796427,63,1.517670147,0
51,Orlando Magic,2006,0,0.005870699,36,-0.293672025,0
52,Indiana Pacers,2006,0.018491395,0.009974997,41,0.35633171,0
53,New Jersey Nets,2006,0.016288315,0.008786567,49,0.234655603,0
54,New Orleans Hornets,2006,0,0.004762535,38,-0.740598506,0
55,Utah Jazz,2006,0,0.004817938,41,-0.70993474,0
56,Memphis Grizzlies,2006,0.030310529,0.01635071,49,0.726446741,0
57,Minnesota Timberwolves,2006,0,0.005142867,33,-0.552556434,0
58,Houston Rockets,2006,0,0.005207838,34,-0.524925249,0
59,Portland Trail Blazers,2006,0,0.003538921,21,-2.34486798,0
60,Phoenix Suns,2007,0.391544714,0.449828754,61,1.952296591,0
61,Golden State Warriors,2007,0.007008629,0.00805191,42,0.141475171,0
62,Denver Nuggets,2007,0.010949922,0.012579891,45,0.546893573,0
63,Washington Wizards,2007,0.006437928,0.007396257,41,0.041730004,0
64,Los Angeles Lakers,2007,0.006828506,0.007844975,42,0.11193588,0
65,Memphis Grizzlies,2007,0,0.004290471,22,-1.070431645,0
66,Utah Jazz,2007,0.014020679,0.01610775,51,0.71699943,0
67,Sacramento Kings,2007,0,0.005740047,33,-0.333239292,0
68,Dallas Mavericks,2007,0.140823183,0.161785652,67,1.648741589,0
69,Milwaukee Bucks,2007,0,0.004435924,28,-0.952845779,0
70,Toronto Raptors,2007,0.007697236,0.008843021,47,0.241162887,0
71,Oklahoma City Thunder,2007,0,0.004964373,31,-0.634656431,0
72,Chicago Bulls,2007,0.030550135,0.035097726,49,1.121101351,0
73,San Antonio Spurs,2007,0.308199277,0.354076794,58,1.877027238,1
74,New Jersey Nets,2007,0.005394568,0.006197585,41,-0.204358525,0
75,New York Knicks,2007,0,0.004888331,33,-0.672759411,0
76,Houston Rockets,2007,0.025253574,0.029012737,52,1.035651128,0
77,Charlotte Bobcats,2007,0,0.004525583,33,-0.888377112,0
78,Cleveland Cavaliers,2007,0.01607613,0.01846917,50,0.800264154,0
79,Minnesota Timberwolves,2007,0,0.004515782,32,-0.895164946,0
80,Detroit Pistons,2007,0.017626624,0.020250464,53,0.852748419,0
81,Boston Celtics,2007,0,0.004590737,24,-0.844740255,0
82,Los Angeles Clippers,2007,0,0.006254709,40,-0.189992127,0
83,Indiana Pacers,2007,0,0.004968791,35,-0.632504564,0
84,New Orleans Hornets,2007,0,0.005421059,39,-0.441393335,0
85,Philadelphia 76ers,2007,0,0.004691272,35,-0.782032556,0
86,Orlando Magic,2007,0.006553633,0.007529185,40,0.063483539,0
87,Miami Heat,2007,0.005035261,0.005784793,44,-0.319410559,0
88,Portland Trail Blazers,2007,0,0.004269881,32,-1.088598627,0
89,Atlanta Hawks,2007,0,0.00414876,30,-1.204748924,0
90,Golden State Warriors,2008,0,0.01073229,48,0.420385767,0
91,Denver Nuggets,2008,0.015842334,0.01616042,50,0.719066925,0
92,Phoenix Suns,2008,0.025666752,0.026182095,55,0.986585782,0
93,Los Angeles Lakers,2008,0.077700193,0.079260275,57,1.427636469,0
94,Utah Jazz,2008,0.063089067,0.064355784,54,1.356396325,0
95,Orlando Magic,2008,0.03120842,0.031835029,52,1.078158817,0
96,Indiana Pacers,2008,0,0.005899274,36,-0.285336515,0
97,Sacramento Kings,2008,0,0.005390939,38,-0.452584166,0
98,New Orleans Hornets,2008,0.02919238,0.029778511,56,1.047751327,0
99,Memphis Grizzlies,2008,0,0.004120255,22,-1.234699769,0
100,Boston Celtics,2008,0.559704657,0.570942534,66,2.03694163,1
101,Dallas Mavericks,2008,0.021682343,0.022117686,51,0.900652624,0
102,Toronto Raptors,2008,0.012833828,0.013091509,41,0.57631584,0
103,Washington Wizards,2008,0.006686366,0.006820616,43,-0.063627598,0
104,Atlanta Hawks,2008,0.005550037,0.005661472,37,-0.358265111,0
105,Oklahoma City Thunder,2008,0,0.003767809,20,-1.735999933,0
106,Detroit Pistons,2008,0.089119082,0.090908435,59,1.472536675,0
107,Chicago Bulls,2008,0,0.0050183,33,-0.608823829,0
108,Charlotte Bobcats,2008,0,0.004559645,32,-0.865249311,0
109,Milwaukee Bucks,2008,0,0.004008162,26,-1.36438091,0
110,New York Knicks,2008,0,0.004054326,23,-1.308485886,0
111,Houston Rockets,2008,0.023192302,0.023657962,55,0.93579319,0
112,Philadelphia 76ers,2008,0.007532977,0.007684226,40,0.087812139,0
113,Cleveland Cavaliers,2008,0.006682342,0.006816512,45,-0.064453162,0
114,New Jersey Nets,2008,0,0.004376313,34,-0.9989114,0
115,Minnesota Timberwolves,2008,0,0.004027727,22,-1.34023101,0
116,San Antonio Spurs,2008,0.024316919,0.02480516,56,0.959823061,0
117,Portland Trail Blazers,2008,0,0.006269289,41,-0.186379039,0
118,Los Angeles Clippers,2008,0,0.003954659,23,-1.43422072,0
119,Miami Heat,2008,0,0.003784667,15,-1.704028171,0
120,Phoenix Suns,2009,0,0.019826571,46,0.840922918,0
121,Golden State Warriors,2009,0,0.005905465,29,-0.283544844,0
122,Los Angeles Lakers,2009,0.357808113,0.282181047,65,1.809802731,1
123,New York Knicks,2009,0,0.006076025,32,-0.23609522,0
124,Indiana Pacers,2009,0,0.007410876,36,0.044164799,0
125,Denver Nuggets,2009,0.026500968,0.020899668,54,0.870141573,0
126,Utah Jazz,2009,0.019439565,0.015330778,48,0.685168718,0
127,Chicago Bulls,2009,0.009497164,0.007489823,41,0.057130973,0
128,Dallas Mavericks,2009,0.014387419,0.011346464,50,0.466522967,0
129,Orlando Magic,2009,0.076354915,0.060216382,59,1.33278786,0
130,Boston Celtics,2009,0.118745818,0.093647456,62,1.48207313,0
131,Sacramento Kings,2009,0,0.003820415,17,-1.639865413,0
132,Cleveland Cavaliers,2009,0.262667707,0.207149714,66,1.720497069,0
133,Portland Trail Blazers,2009,0.033673637,0.026556307,54,0.99350508,0
134,Milwaukee Bucks,2009,0,0.006061393,34,-0.240027317,0
135,Toronto Raptors,2009,0,0.005073408,33,-0.583370016,0
136,Houston Rockets,2009,0.019492794,0.015372757,53,0.686955335,0
137,Miami Heat,2009,0.008845668,0.00697603,43,-0.033206168,0
138,Atlanta Hawks,2009,0.010868955,0.00857167,47,0.209093708,0
139,New Jersey Nets,2009,0,0.00513031,34,-0.558026556,0
140,Minnesota Timberwolves,2009,0,0.004319146,24,-1.045808188,0
141,Philadelphia 76ers,2009,0.008349208,0.006584502,41,-0.113125295,0
142,San Antonio Spurs,2009,0.016508689,0.013019378,54,0.572288483,0
143,Oklahoma City Thunder,2009,0,0.004051021,23,-1.312364627,0
144,Washington Wizards,2009,0,0.003832794,19,-1.618705514,0
145,New Orleans Hornets,2009,0.009757691,0.007695285,49,0.089506631,0
146,Los Angeles Clippers,2009,0,0.003683801,19,-1.915230825,0
147,Detroit Pistons,2009,0.007101689,0.005600661,39,-0.378318496,0
148,Memphis Grizzlies,2009,0,0.004023191,24,-1.345767585,0
149,Charlotte Bobcats,2009,0,0.005131025,35,-0.557714011,0
150,Phoenix Suns,2010,0.095949656,0.064092185,54,1.354951837,0
151,Golden State Warriors,2010,0,0.005078493,26,-0.58106743,0
152,Denver Nuggets,2010,0.047001968,0.031396244,53,1.071909578,0
153,Utah Jazz,2010,0.080899666,0.054039134,53,1.293341206,0
154,Toronto Raptors,2010,0,0.00584517,40,-0.301212868,0
155,Orlando Magic,2010,0.324264162,0.216601076,59,1.7333582,0
156,Memphis Grizzlies,2010,0,0.00590567,40,-0.283485588,0
157,Houston Rockets,2010,0,0.006990641,42,-0.030427214,0
158,Cleveland Cavaliers,2010,0.148801588,0.099396072,61,1.501029623,0
159,New York Knicks,2010,0,0.004648246,29,-0.808225119,0
160,Dallas Mavericks,2010,0.021720376,0.014508716,55,0.648477825,0
161,Los Angeles Lakers,2010,0.048606991,0.032468363,57,1.086966934,1
162,Atlanta Hawks,2010,0.047118433,0.031474041,53,1.073026563,0
163,Oklahoma City Thunder,2010,0.027942415,0.018664897,50,0.80640979,0
164,San Antonio Spurs,2010,0.057578877,0.038461379,50,1.159901259,0
165,Indiana Pacers,2010,0,0.004905084,32,-0.664188381,0
166,New Orleans Hornets,2010,0,0.005135872,37,-0.555598098,0
167,Sacramento Kings,2010,0,0.004391511,25,-0.986903464,0
168,Boston Celtics,2010,0.026904961,0.017971901,50,0.78418067,0
169,Minnesota Timberwolves,2010,0,0.003579328,15,-2.203494506,0
170,Portland Trail Blazers,2010,0.022621977,0.015110965,50,0.675680674,0
171,Philadelphia 76ers,2010,0,0.004448085,27,-0.943776318,0
172,Milwaukee Bucks,2010,0.014121697,0.009432972,46,0.304539866,0
173,Chicago Bulls,2010,0.008104743,0.005413784,41,-0.444079371,0
174,Miami Heat,2010,0.01576971,0.010533807,47,0.404426631,0
175,Washington Wizards,2010,0,0.00417369,26,-1.179431892,0
176,Los Angeles Clippers,2010,0,0.003878567,29,-1.544674539,0
177,Charlotte Bobcats,2010,0.01259278,0.00841169,44,0.189201062,0
178,Detroit Pistons,2010,0,0.004051044,27,-1.312337854,0
179,New Jersey Nets,2010,0,0.003564838,12,-2.251743894,0
180,Denver Nuggets,2011,0.096157493,0.060283847,50,1.333189281,0
181,New York Knicks,2011,0.018052692,0.011317742,42,0.464466655,0
182,Houston Rockets,2011,0,0.016460643,43,0.730647404,0
183,Phoenix Suns,2011,0,0.007455091,40,0.051464053,0
184,Oklahoma City Thunder,2011,0.044655841,0.027996007,55,1.018856804,0
185,San Antonio Spurs,2011,0.106087547,0.066509278,61,1.367920136,0
186,Golden State Warriors,2011,0,0.005785821,36,-0.319096516,0
187,Miami Heat,2011,0.271275613,0.17007034,58,1.663343685,0
188,Los Angeles Lakers,2011,0.102547003,0.064289611,57,1.356034419,0
189,Minnesota Timberwolves,2011,0,0.004048263,17,-1.315615902,0
190,Dallas Mavericks,2011,0.036010639,0.022576086,57,0.911485777,1
191,Memphis Grizzlies,2011,0.018985561,0.011902584,46,0.504581753,0
192,Indiana Pacers,2011,0.009832239,0.006164108,37,-0.212936854,0
193,Utah Jazz,2011,0,0.005577052,39,-0.386273338,0
194,Sacramento Kings,2011,0,0.004236652,24,-1.118823756,0
195,Orlando Magic,2011,0.056240246,0.035258598,52,1.123073066,0
196,Toronto Raptors,2011,0,0.004037294,22,-1.328672599,0
197,Philadelphia 76ers,2011,0.014806564,0.009282653,41,0.289143714,0
198,Los Angeles Clippers,2011,0,0.004851666,32,-0.69188288,0
199,Chicago Bulls,2011,0.150164066,0.094142092,62,1.483759081,0
200,Washington Wizards,2011,0,0.003820297,23,-1.64006928,0
201,Detroit Pistons,2011,0,0.004565467,30,-0.861365944,0
202,Boston Celtics,2011,0.041659129,0.026117284,56,0.98537271,0
203,Portland Trail Blazers,2011,0.013257151,0.008311282,48,0.176313675,0
204,Cleveland Cavaliers,2011,0,0.003629139,19,-2.054648433,0
205,Atlanta Hawks,2011,0.008985963,0.005633554,44,-0.367395115,0
206,New Orleans Hornets,2011,0.011282255,0.007073164,46,-0.014980736,0
207,New Jersey Nets,2011,0,0.003885755,24,-1.533607862,0
208,Charlotte Bobcats,2011,0,0.004252424,34,-1.104334705,0
209,Milwaukee Bucks,2011,0,0.005249356,35,-0.507833322,0
210,Denver Nuggets,2012,0.010533437,0.015331348,47.21212121,0.685193014,0
211,San Antonio Spurs,2012,0.199977089,0.291065328,62.12121212,1.818848921,0
212,Oklahoma City Thunder,2012,0.079658644,0.115942628,58.39393939,1.548993098,0
213,Utah Jazz,2012,0.005486128,0.007985023,44.72727273,0.13210513,0
214,Milwaukee Bucks,2012,0,0.007423337,38.51515152,0.04623172,0
215,Sacramento Kings,2012,0,0.003894971,27.33333333,-1.519622528,0
216,Miami Heat,2012,0.081381836,0.118450723,57.15151515,1.555552068,1
217,Phoenix Suns,2012,0,0.006723916,41,-0.083395952,0
218,Houston Rockets,2012,0,0.00740291,42.24242424,0.042839364,0
219,Minnesota Timberwolves,2012,0,0.00504966,32.3030303,-0.594225539,0
220,New York Knicks,2012,0.013295946,0.019352162,44.72727273,0.827216921,0
221,Golden State Warriors,2012,0,0.004491968,28.57575758,-0.911914156,0
222,Indiana Pacers,2012,0.014005393,0.020384757,52.18181818,0.85641579,0
223,Los Angeles Clippers,2012,0.010177007,0.014812566,49.6969697,0.662430987,0
224,Los Angeles Lakers,2012,0.00692276,0.010076031,50.93939394,0.365397792,0
225,Portland Trail Blazers,2012,0,0.006326817,34.78787879,-0.172327887,0
226,Atlanta Hawks,2012,0.015255854,0.022204794,49.6969697,0.902737087,0
227,Chicago Bulls,2012,0.506422888,0.737095158,62.12121212,2.153996777,0
228,Dallas Mavericks,2012,0.00616445,0.008972316,44.72727273,0.25575788,0
229,Memphis Grizzlies,2012,0.00859308,0.012507171,50.93939394,0.542542938,0
230,Orlando Magic,2012,0.005991316,0.00872032,45.96969697,0.226911354,0
231,Washington Wizards,2012,0,0.004114724,24.84848485,-1.240640699,0
232,Philadelphia 76ers,2012,0.025301658,0.036826396,43.48484848,1.141655311,0
233,New Jersey Nets,2012,0,0.003877177,27.33333333,-1.54683245,0
234,Cleveland Cavaliers,2012,0,0.003705439,26.09090909,-1.86550554,0
235,Boston Celtics,2012,0.010832514,0.015766652,48.45454545,0.703339918,0
236,Detroit Pistons,2012,0,0.004142807,31.06060606,-1.210913315,0
237,Toronto Raptors,2012,0,0.004632093,28.57575758,-0.818302619,0
238,New Orleans Hornets,2012,0,0.004469349,26.09090909,-0.928171256,0
239,Charlotte Bobcats,2012,0,0.003356375,8.696969697,-3.576876688,0
240,Denver Nuggets,2013,0.019914363,0.040345157,57,1.179643828,0
241,Houston Rockets,2013,0.008311905,0.016839359,45,0.744779999,0
242,Oklahoma City Thunder,2013,0.445555553,0.90266552,60,2.317238998,0
243,San Antonio Spurs,2013,0.072615573,0.147114258,58,1.620735612,0
244,Miami Heat,2013,0.272787641,0.552649376,66,2.024480512,1
245,Los Angeles Lakers,2013,0.004229988,0.008569672,45,0.208849896,0
246,Golden State Warriors,2013,0.004050555,0.008206151,47,0.162469899,0
247,Dallas Mavericks,2013,0,0.006049706,41,-0.243186119,0
248,Los Angeles Clippers,2013,0.090269072,0.182879057,56,1.684465429,0
249,Sacramento Kings,2013,0,0.003988358,28,-1.389558382,0
250,New York Knicks,2013,0.016784875,0.034005025,54,1.107366209,0
251,Milwaukee Bucks,2013,0.002689626,0.005449002,38,-0.431176856,0
252,Utah Jazz,2013,0,0.007033359,43,-0.022378992,0
253,Atlanta Hawks,2013,0.00387531,0.007851117,44,0.112836585,0
254,Portland Trail Blazers,2013,0,0.004579697,33,-0.851958683,0
255,Toronto Raptors,2013,0,0.005592415,34,-0.381086095,0
256,Brooklyn Nets,2013,0.005972545,0.012099974,49,0.517341401,0
257,Cleveland Cavaliers,2013,0,0.004116024,24,-1.239239652,0
258,Minnesota Timberwolves,2013,0,0.005066858,31,-0.586347125,0
259,Boston Celtics,2013,0.00356152,0.007215399,41,0.010693422,0
260,Phoenix Suns,2013,0,0.003791387,25,-1.691601929,0
261,Detroit Pistons,2013,0,0.004366857,29,-1.00647643,0
262,Orlando Magic,2013,0,0.003732328,20,-1.807337702,0
263,New Orleans Hornets,2013,0,0.004435902,27,-0.952861827,0
264,Indiana Pacers,2013,0.021087997,0.04272286,49,1.202835531,0
265,Charlotte Bobcats,2013,0,0.003524131,21,-2.402513578,0
266,Memphis Grizzlies,2013,0.024044827,0.048713199,56,1.254249913,0
267,Washington Wizards,2013,0,0.005109036,29,-0.567393869,0
268,Chicago Bulls,2013,0.004248648,0.008607475,45,0.213442473,0
269,Philadelphia 76ers,2013,0,0.004684501,34,-0.786093669,0
270,Los Angeles Clippers,2014,0.202761208,0.185492958,57,1.688580715,0
271,Houston Rockets,2014,0.036033992,0.032965141,54,1.09370784,0
272,Minnesota Timberwolves,2014,0,0.014135509,40,0.630659523,0
273,Portland Trail Blazers,2014,0.02694636,0.024651461,54,0.956699969,0
274,Oklahoma City Thunder,2014,0.123326746,0.112823568,59,1.540599609,0
275,San Antonio Spurs,2014,0.396954574,0.363147759,62,1.88470923,1
276,Phoenix Suns,2014,0,0.014118872,48,0.629846947,0
277,Dallas Mavericks,2014,0.014275316,0.013059552,49,0.574536275,0
278,Denver Nuggets,2014,0,0.005157582,36,-0.546200364,0
279,Golden State Warriors,2014,0.043128302,0.039455261,51,1.170478635,0
280,Los Angeles Lakers,2014,0,0.003866923,27,-1.562913064,0
281,Miami Heat,2014,0.042914834,0.039259973,54,1.168429363,0
282,Toronto Raptors,2014,0.020163556,0.018446318,48,0.79953999,0
283,Detroit Pistons,2014,0,0.004504034,29,-0.903381435,0
284,Atlanta Hawks,2014,0.007176403,0.006565221,38,-0.117357392,0
285,Washington Wizards,2014,0.010423807,0.009536058,44,0.314825585,0
286,Sacramento Kings,2014,0,0.00481035,28,-0.71405829,0
287,New Orleans Pelicans,2014,0,0.004909191,34,-0.662102907,0
288,Philadelphia 76ers,2014,0,0.003485445,19,-2.572583863,0
289,New York Knicks,2014,0,0.006279233,37,-0.183926775,0
290,Brooklyn Nets,2014,0.006646904,0.006080817,44,-0.234812672,0
291,Cleveland Cavaliers,2014,0,0.004662668,33,-0.799342215,0
292,Charlotte Bobcats,2014,0.007620747,0.006971722,43,-0.034027946,0
293,Indiana Pacers,2014,0.037186492,0.034019487,56,1.107552015,0
294,Orlando Magic,2014,0,0.004043766,23,-1.320943319,0
295,Boston Celtics,2014,0,0.004280942,25,-1.078787988,0
296,Memphis Grizzlies,2014,0.011616083,0.010626794,50,0.411971736,0
297,Milwaukee Bucks,2014,0,0.003652149,15,-1.993320057,0
298,Utah Jazz,2014,0,0.003765131,25,-1.741186559,0
299,Chicago Bulls,2014,0.012824679,0.011732459,48,0.493280477,0
300,Golden State Warriors,2015,0.563960982,0.955436079,67,2.417547924,1
301,Los Angeles Clippers,2015,0.069561892,0.117848475,56,1.553992082,0
302,Dallas Mavericks,2015,0.006631266,0.011234379,50,0.458444663,0
303,Toronto Raptors,2015,0.008459674,0.014331981,49,0.640136381,0
304,Oklahoma City Thunder,2015,0,0.009824752,45,0.34252338,0
305,Houston Rockets,2015,0.010361136,0.017553347,56,0.770089749,0
306,San Antonio Spurs,2015,0.149106068,0.252608464,55,1.777697716,0
307,Cleveland Cavaliers,2015,0.025081131,0.042491268,53,1.200654601,0
308,Portland Trail Blazers,2015,0.022301811,0.037782675,51,1.152459565,0
309,Atlanta Hawks,2015,0.076145605,0.129002291,60,1.581472259,0
310,Phoenix Suns,2015,0,0.005158331,39,-0.545878647,0
311,Denver Nuggets,2015,0,0.004022154,30,-1.347038881,0
312,Boston Celtics,2015,0.003971377,0.006728119,40,-0.082522663,0
313,Sacramento Kings,2015,0,0.003989237,29,-1.388425626,0
314,Chicago Bulls,2015,0.013991934,0.023704474,50,0.936800899,0
315,New Orleans Pelicans,2015,0.005748989,0.009739665,45,0.33452361,0
316,Washington Wizards,2015,0.00612896,0.010383394,46,0.391957092,0
317,Detroit Pistons,2015,0,0.006269557,32,-0.186312849,0
318,Los Angeles Lakers,2015,0,0.003593578,21,-2.158386044,0
319,Memphis Grizzlies,2015,0.029841648,0.050556312,55,1.268392698,0
320,Brooklyn Nets,2015,0.002776995,0.004704653,38,-0.774072063,0
321,Milwaukee Bucks,2015,0.005930532,0.010047228,41,0.362830773,0
322,Minnesota Timberwolves,2015,0,0.003452071,16,-2.748826242,0
323,Indiana Pacers,2015,0,0.010069644,38,0.364829762,0
324,Orlando Magic,2015,0,0.003907201,25,-1.50141108,0
325,Utah Jazz,2015,0,0.012890946,38,0.56502187,0
326,Miami Heat,2015,0,0.005709058,37,-0.342993706,0
327,Charlotte Hornets,2015,0,0.005308447,33,-0.484223669,0
328,Philadelphia 76ers,2015,0,0.003571508,18,-2.229220423,0
329,New York Knicks,2015,0,0.003541226,17,-2.336197263,0
330,Golden State Warriors,2016,0.356074176,0.999739223,73,2.881693718,0
331,Oklahoma City Thunder,2016,0.160795036,0.451459598,55,1.953490565,0
332,Sacramento Kings,2016,0,0.004853749,33,-0.690782814,0
333,Houston Rockets,2016,0.002624907,0.007369875,41,0.037308983,0
334,Boston Celtics,2016,0.007330365,0.020581254,48,0.861715679,0
335,Portland Trail Blazers,2016,0.003072937,0.008627796,44,0.215894265,0
336,Los Angeles Clippers,2016,0.013676098,0.038397988,53,1.159213894,0
337,Cleveland Cavaliers,2016,0.053807005,0.15107238,57,1.628587764,1
338,Washington Wizards,2016,0,0.006455543,41,-0.142021983,0
339,San Antonio Spurs,2016,0.356089943,0.99978349,67,2.894928229,0
340,Charlotte Hornets,2016,0.005934619,0.016662458,48,0.738242693,0
341,Atlanta Hawks,2016,0.009260721,0.02600106,48,0.983186279,0
342,New Orleans Pelicans,2016,0,0.004333286,30,-1.033943852,0
343,Toronto Raptors,2016,0.016147079,0.045335689,56,1.226382727,0
344,Minnesota Timberwolves,2016,0,0.004422617,29,-0.962893234,0
345,Dallas Mavericks,2016,0.002398003,0.006732803,42,-0.081550941,0
346,Indiana Pacers,2016,0.004045852,0.011359423,45,0.467447643,0
347,Orlando Magic,2016,0,0.005425967,35,-0.439587612,0
348,Detroit Pistons,2016,0.002940549,0.008256094,44,0.169092071,0
349,Denver Nuggets,2016,0,0.004596368,33,-0.841085044,0
350,Chicago Bulls,2016,0,0.005542756,42,-0.398003157,0
351,Phoenix Suns,2016,0,0.00373226,23,-1.807481303,0
352,Miami Heat,2016,0.004006313,0.011248409,48,0.459463816,0
353,Memphis Grizzlies,2016,0.001796399,0.005043697,42,-0.596978231,0
354,Milwaukee Bucks,2016,0,0.004229711,33,-1.125284424,0
355,Brooklyn Nets,2016,0,0.003654274,21,-1.987860552,0
356,New York Knicks,2016,0,0.004787013,32,-0.726890669,0
357,Utah Jazz,2016,0,0.011970829,40,0.509035188,0
358,Philadelphia 76ers,2016,0,0.003448923,10,-2.767267768,0
359,Los Angeles Lakers,2016,0,0.003483059,17,-2.584151765,0
360,Golden State Warriors,2017,0.638458521,0.999714314,67,2.875138946,1
361,Houston Rockets,2017,0.044421947,0.069556995,55,1.383439267,0
362,Denver Nuggets,2017,0,0.007602637,40,0.075144519,0
363,Cleveland Cavaliers,2017,0.011191092,0.017523292,51,0.769057484,0
364,Washington Wizards,2017,0.006915618,0.010828648,49,0.427939251,0
365,Los Angeles Clippers,2017,0.019849419,0.031080717,51,1.067338672,0
366,Boston Celtics,2017,0.009288449,0.014544086,53,0.650126906,0
367,Portland Trail Blazers,2017,0.004086765,0.006399159,41,-0.155109055,0
368,Phoenix Suns,2017,0,0.003938395,24,-1.456651472,0
369,Toronto Raptors,2017,0.019618134,0.030718565,51,1.062010348,0
370,Oklahoma City Thunder,2017,0.005344747,0.008368938,47,0.183752848,0
371,Brooklyn Nets,2017,0,0.003776566,20,-1.719246912,0
372,Minnesota Timberwolves,2017,0,0.005907202,31,-0.283043101,0
373,San Antonio Spurs,2017,0.198516885,0.310842702,61,1.83814937,0
374,Indiana Pacers,2017,0.004394569,0.006881126,42,-0.051591552,0
375,Charlotte Hornets,2017,0,0.00748335,36,0.056079227,0
376,Los Angeles Lakers,2017,0,0.003762781,26,-1.745764588,0
377,New Orleans Pelicans,2017,0,0.005210231,34,-0.52392834,0
378,New York Knicks,2017,0,0.004473279,31,-0.925321795,0
379,Milwaukee Bucks,2017,0.004469671,0.006998722,42,-0.02889589,0
380,Miami Heat,2017,0,0.009315705,41,0.292570556,0
381,Atlanta Hawks,2017,0.003979569,0.006231308,43,-0.195836639,0
382,Chicago Bulls,2017,0.005106006,0.007995112,41,0.133529066,0
383,Sacramento Kings,2017,0,0.004420761,32,-0.964305571,0
384,Philadelphia 76ers,2017,0,0.003961754,28,-1.424617942,0
385,Detroit Pistons,2017,0,0.006033005,37,-0.247728199,0
386,Orlando Magic,2017,0,0.003822489,29,-1.636284356,0
387,Utah Jazz,2017,0.019077978,0.029872776,51,1.04921,0
388,Memphis Grizzlies,2017,0.005280628,0.00826854,43,0.170729451,0
389,Dallas Mavericks,2017,0,0.004879491,33,-0.677323763,0
